time, drone_x, drone_y, drone_z, drone_roll, drone_pitch, drone_yaw, target_x, target_y, target_z, target_direction, distance_to_target, aiming_error, m1_power, m2_power, m3_power, m4_power, cumulative_energy
47.600, 3.202, 0.483, 1.345, 0.045, 0.012, -1.799, 2.991, -0.237, 1.265, -1.656, 0.755, 0.058, 0.902, 1.000, 1.000, 0.982, 1738.891
47.650, 3.203, 0.456, 1.344, 0.006, -0.003, -1.802, 2.988, -0.262, 1.263, -1.665, 0.754, 0.060, 0.065, 0.019, 0.010, 0.000, 1738.985
47.700, 3.206, 0.429, 1.331, 0.004, 0.001, -1.804, 2.986, -0.286, 1.260, -1.673, 0.752, 0.065, 0.058, 0.036, 0.000, 0.000, 1739.079
47.750, 3.210, 0.403, 1.330, -0.000, 0.007, -1.813, 2.984, -0.311, 1.257, -1.682, 0.753, 0.065, 0.062, 0.049, 0.000, 0.000, 1739.191
47.800, 3.213, 0.376, 1.327, -0.004, 0.000, -1.821, 2.981, -0.335, 1.254, -1.691, 0.752, 0.065, 0.127, 0.132, 0.051, 0.109, 1739.609
47.850, 3.216, 0.349, 1.324, 0.010, 0.003, -1.829, 2.978, -0.360, 1.251, -1.700, 0.751, 0.066, 0.071, 0.023, 0.000, 0.000, 1739.703
47.900, 3.218, 0.322, 1.321, 0.002, 0.008, -1.837, 2.975, -0.384, 1.249, -1.709, 0.750, 0.066, 0.075, 0.031, 0.000, 0.000, 1739.809
47.950, 3.220, 0.295, 1.319, -0.008, -0.011, -1.845, 2.972, -0.408, 1.246, -1.718, 0.749, 0.066, 0.065, 0.011, 0.000, 0.000, 1739.885
48.000, 3.224, 0.268, 1.313, -0.002, -0.008, -1.853, 2.968, -0.432, 1.243, -1.727, 0.748, 0.068, 0.948, 0.933, 1.000, 1.000, 1743.766
48.050, 3.225, 0.243, 1.310, 0.036, 0.010, -1.860, 2.964, -0.456, 1.240, -1.736, 0.749, 0.068, 0.938, 1.000, 1.000, 0.973, 1747.678
48.100, 3.223, 0.217, 1.305, 0.025, 0.006, -1.863, 2.960, -0.479, 1.238, -1.746, 0.747, 0.069, 0.051, 0.042, 0.050, 0.000, 1747.820
48.150, 3.222, 0.191, 1.300, 0.005, -0.004, -1.869, 2.956, -0.503, 1.235, -1.755, 0.746, 0.068, 0.935, 1.000, 1.000, 1.000, 1751.756
48.200, 3.224, 0.164, 1.294, -0.019, -0.005, -1.876, 2.952, -0.527, 1.232, -1.765, 0.745, 0.071, 0.069, 0.000, 0.000, 0.000, 1751.825
48.250, 3.229, 0.138, 1.294, -0.002, -0.012, -1.886, 2.947, -0.550, 1.230, -1.775, 0.746, 0.074, 0.000, 0.000, 0.071, 0.026, 1751.921
48.300, 3.236, 0.113, 1.292, 0.015, 0.004, -1.898, 2.943, -0.573, 1.227, -1.784, 0.749, 0.076, 0.069, 0.049, 0.000, 0.000, 1752.039
48.350, 3.238, 0.089, 1.292, 0.007, -0.009, -1.910, 2.938, -0.596, 1.224, -1.794, 0.751, 0.074, 0.000, 0.000, 0.059, 0.046, 1752.144
48.400, 3.240, 0.063, 1.290, 0.033, -0.002, -1.920, 2.932, -0.619, 1.222, -1.805, 0.751, 0.074, 0.059, 0.027, 0.052, 0.000, 1752.281
48.450, 3.242, 0.036, 1.285, 0.008, -0.008, -1.931, 2.927, -0.642, 1.219, -1.815, 0.751, 0.075, 0.925, 0.994, 1.000, 1.000, 1756.200
48.500, 3.246, 0.010, 1.280, 0.019, -0.016, -1.936, 2.921, -0.664, 1.217, -1.825, 0.751, 0.083, 0.000, 0.000, 0.125, 0.024, 1756.349
48.550, 3.248, -0.013, 1.280, 0.014, -0.003, -1.948, 2.916, -0.687, 1.214, -1.836, 0.754, 0.081, 0.000, 0.000, 0.079, 0.033, 1756.461
48.600, 3.249, -0.037, 1.278, 0.014, 0.015, -1.962, 2.910, -0.709, 1.211, -1.847, 0.755, 0.076, 1.000, 1.000, 0.938, 0.940, 1760.339
48.650, 3.249, -0.064, 1.276, 0.011, 0.007, -1.975, 2.903, -0.731, 1.209, -1.858, 0.754, 0.074, 0.130, 0.042, 0.000, 0.000, 1760.511
48.700, 3.248, -0.092, 1.274, 0.005, 0.012, -1.984, 2.897, -0.752, 1.206, -1.869, 0.751, 0.075, 1.000, 1.000, 0.920, 0.958, 1764.389
48.750, 3.244, -0.121, 1.267, -0.025, -0.007, -1.991, 2.890, -0.774, 1.204, -1.881, 0.746, 0.076, 0.076, 0.000, 0.000, 0.000, 1764.466
48.800, 3.245, -0.149, 1.263, 0.006, -0.003, -1.999, 2.884, -0.795, 1.201, -1.892, 0.742, 0.081, 0.927, 0.981, 1.000, 1.000, 1768.373
48.850, 3.242, -0.176, 1.261, 0.001, 0.005, -2.008, 2.877, -0.816, 1.199, -1.904, 0.740, 0.081, 0.113, 0.075, 0.000, 0.000, 1768.562
48.900, 3.239, -0.200, 1.256, -0.027, -0.012, -2.014, 2.870, -0.837, 1.196, -1.916, 0.739, 0.083, 0.122, 0.004, 0.000, 0.000, 1768.688
48.950, 3.240, -0.223, 1.257, -0.024, 0.011, -2.030, 2.862, -0.858, 1.194, -1.928, 0.742, 0.078, 0.122, 0.019, 0.000, 0.001, 1768.830
49.000, 3.242, -0.247, 1.254, 0.035, 0.013, -2.042, 2.855, -0.878, 1.191, -1.941, 0.743, 0.079, 0.873, 1.000, 1.000, 1.000, 1772.703
49.050, 3.241, -0.269, 1.253, 0.013, 0.007, -2.048, 2.847, -0.898, 1.189, -1.954, 0.745, 0.083, 0.292, 0.365, 0.423, 0.369, 1774.152
49.100, 3.237, -0.293, 1.249, -0.020, 0.003, -2.058, 2.839, -0.918, 1.187, -1.967, 0.744, 0.080, 0.927, 0.980, 1.000, 1.000, 1778.059
49.150, 3.234, -0.319, 1.247, -0.009, 0.000, -2.068, 2.831, -0.938, 1.184, -1.980, 0.742, 0.081, 0.091, 0.003, 0.000, 0.000, 1778.152
49.200, 3.230, -0.345, 1.242, 0.014, -0.009, -2.077, 2.822, -0.957, 1.182, -1.994, 0.738, 0.082, 0.000, 0.000, 0.061, 0.005, 1778.219
49.250, 3.226, -0.371, 1.237, 0.008, -0.002, -2.084, 2.814, -0.976, 1.179, -2.008, 0.735, 0.084, 0.340, 0.417, 0.484, 0.465, 1779.925
49.300, 3.224, -0.395, 1.236, 0.001, -0.020, -2.094, 2.805, -0.995, 1.177, -2.022, 0.735, 0.086, 0.000, 0.000, 0.087, 0.055, 1780.067
49.350, 3.225, -0.418, 1.234, 0.022, -0.003, -2.110, 2.796, -1.014, 1.175, -2.037, 0.737, 0.084, 0.000, 0.000, 0.060, 0.025, 1780.152
49.400, 3.225, -0.440, 1.231, 0.017, 0.012, -2.123, 2.787, -1.032, 1.172, -2.052, 0.740, 0.085, 0.041, 0.013, 0.030, 0.000, 1780.236
49.450, 3.223, -0.463, 1.228, -0.001, 0.016, -2.135, 2.777, -1.050, 1.170, -2.067, 0.740, 0.085, 0.133, 0.090, 0.000, 0.000, 1780.459
49.500, 3.219, -0.488, 1.223, -0.017, 0.001, -2.144, 2.768, -1.068, 1.168, -2.082, 0.737, 0.089, 0.105, 0.001, 0.000, 0.000, 1780.565
49.550, 3.219, -0.514, 1.219, -0.022, -0.000, -2.160, 2.758, -1.085, 1.165, -2.098, 0.736, 0.091, 0.108, 0.007, 0.000, 0.000, 1780.679
49.600, 3.220, -0.541, 1.217, -0.012, 0.001, -2.180, 2.748, -1.102, 1.163, -2.115, 0.736, 0.090, 0.098, 0.000, 0.000, 0.000, 1780.777
49.650, 3.222, -0.567, 1.221, -0.013, -0.009, -2.200, 2.738, -1.119, 1.161, -2.131, 0.737, 0.090, 0.111, 0.006, 0.000, 0.000, 1780.894
49.700, 3.224, -0.589, 1.221, -0.002, -0.005, -2.220, 2.728, -1.135, 1.158, -2.148, 0.741, 0.089, 0.000, 0.000, 0.030, 0.091, 1781.014
49.750, 3.223, -0.611, 1.215, -0.004, 0.008, -2.232, 2.717, -1.152, 1.156, -2.166, 0.743, 0.091, 0.907, 0.975, 1.000, 1.000, 1784.896
49.800, 3.220, -0.634, 1.213, -0.017, 0.008, -2.250, 2.707, -1.168, 1.154, -2.184, 0.743, 0.088, 0.902, 0.979, 1.000, 1.000, 1788.777
49.850, 3.216, -0.661, 1.208, -0.012, 0.001, -2.264, 2.696, -1.183, 1.152, -2.202, 0.739, 0.091, 0.108, 0.007, 0.000, 0.000, 1788.892
49.900, 3.211, -0.690, 1.199, -0.000, 0.003, -2.280, 2.685, -1.198, 1.150, -2.220, 0.733, 0.094, 0.109, 0.000, 0.000, 0.000, 1789.001
49.950, 3.204, -0.718, 1.199, 0.007, -0.011, -2.295, 2.673, -1.213, 1.147, -2.239, 0.727, 0.096, 0.108, 0.010, 0.000, 0.000, 1789.118
50.000, 3.197, -0.745, 1.196, 0.002, -0.004, -2.314, 2.662, -1.228, 1.145, -2.259, 0.722, 0.093, 0.074, 0.000, 0.015, 0.000, 1789.208
50.050, 3.190, -0.770, 1.192, -0.001, -0.000, -2.331, 2.650, -1.242, 1.143, -2.279, 0.718, 0.092, 0.754, 0.842, 0.910, 0.926, 1792.640
50.100, 3.183, -0.794, 1.179, -0.022, 0.004, -2.346, 2.638, -1.256, 1.141, -2.299, 0.715, 0.093, 0.901, 0.979, 1.000, 1.000, 1796.520
50.150, 3.179, -0.823, 1.183, -0.005, -0.024, -2.366, 2.626, -1.269, 1.139, -2.320, 0.711, 0.096, 0.899, 1.000, 0.989, 1.000, 1800.408
50.200, 3.179, -0.848, 1.181, -0.001, 0.001, -2.390, 2.614, -1.282, 1.137, -2.341, 0.714, 0.096, 0.908, 0.966, 1.000, 1.000, 1804.282
50.250, 3.179, -0.871, 1.180, 0.016, -0.009, -2.409, 2.602, -1.295, 1.135, -2.363, 0.718, 0.098, 0.143, 0.041, 0.000, 0.000, 1804.466
50.300, 3.177, -0.888, 1.183, -0.004, 0.008, -2.428, 2.589, -1.308, 1.133, -2.384, 0.724, 0.094, 0.130, 0.011, 0.000, 0.000, 1804.607
50.350, 3.173, -0.907, 1.182, -0.006, 0.009, -2.447, 2.577, -1.320, 1.130, -2.407, 0.727, 0.089, 0.892, 0.971, 1.000, 1.000, 1808.471
50.400, 3.165, -0.929, 1.177, -0.003, 0.001, -2.462, 2.564, -1.331, 1.128, -2.430, 0.725, 0.090, 0.892, 1.000, 0.991, 1.000, 1812.354
50.450, 3.157, -0.953, 1.171, -0.013, 0.022, -2.479, 2.551, -1.343, 1.126, -2.453, 0.722, 0.092, 1.000, 1.000, 0.901, 0.857, 1816.112
50.500, 3.147, -0.979, 1.165, 0.002, 0.010, -2.497, 2.537, -1.354, 1.124, -2.476, 0.716, 0.093, 0.878, 1.000, 0.995, 1.000, 1819.985
50.550, 3.138, -1.005, 1.170, -0.011, -0.048, -2.513, 2.524, -1.364, 1.122, -2.500, 0.713, 0.099, 0.000, 0.000, 0.163, 0.218, 1820.366
50.600, 3.136, -1.030, 1.169, -0.001, -0.008, -2.539, 2.510, -1.374, 1.120, -2.525, 0.716, 0.099, 0.093, 0.000, 0.022, 0.000, 1820.482
50.650, 3.135, -1.055, 1.164, -0.002, 0.006, -2.567, 2.497, -1.384, 1.118, -2.549, 0.719, 0.098, 0.052, 0.000, 0.028, 0.000, 1820.562
50.700, 3.131, -1.082, 1.164, 0.001, -0.010, -2.594, 2.483, -1.394, 1.116, -2.574, 0.721, 0.100, 0.651, 0.600, 0.359, 0.298, 1822.470
50.750, 3.128, -1.106, 1.164, 0.001, 0.008, -2.620, 2.469, -1.403, 1.114, -2.599, 0.725, 0.099, 0.892, 0.982, 1.000, 1.000, 1826.344
50.800, 3.123, -1.130, 1.155, -0.035, 0.014, -2.647, 2.454, -1.411, 1.113, -2.625, 0.726, 0.096, 0.136, 0.008, 0.000, 0.000, 1826.488
50.850, 3.114, -1.163, 1.154, 0.007, -0.006, -2.676, 2.440, -1.420, 1.111, -2.650, 0.722, 0.102, 0.885, 0.984, 1.000, 1.000, 1830.357
50.900, 3.104, -1.195, 1.155, 0.002, -0.010, -2.707, 2.425, -1.428, 1.109, -2.676, 0.719, 0.105, 0.139, 0.059, 0.000, 0.000, 1830.554
50.950, 3.097, -1.225, 1.155, 0.010, 0.007, -2.739, 2.410, -1.435, 1.107, -2.702, 0.720, 0.105, 0.205, 0.092, 0.000, 0.000, 1830.852
51.000, 3.090, -1.250, 1.150, 0.006, 0.031, -2.773, 2.395, -1.442, 1.105, -2.729, 0.722, 0.098, 0.382, 0.442, 0.580, 0.588, 1832.843
51.050, 3.076, -1.275, 1.146, 0.003, 0.004, -2.797, 2.380, -1.449, 1.103, -2.755, 0.718, 0.100, 0.897, 0.970, 1.000, 1.000, 1836.710
51.100, 3.062, -1.300, 1.137, -0.013, -0.024, -2.817, 2.365, -1.455, 1.101, -2.781, 0.715, 0.106, 0.000, 0.000, 0.136, 0.144, 1836.990
51.150, 3.052, -1.326, 1.136, -0.010, 0.021, -2.849, 2.350, -1.461, 1.100, -2.808, 0.716, 0.102, 1.000, 1.000, 0.916, 0.868, 1840.775
51.200, 3.037, -1.352, 1.139, -0.012, -0.027, -2.876, 2.334, -1.466, 1.098, -2.834, 0.714, 0.103, 0.000, 0.000, 0.103, 0.182, 1841.059
51.250, 3.023, -1.378, 1.138, 0.001, 0.007, -2.909, 2.318, -1.471, 1.096, -2.861, 0.712, 0.101, 0.136, 0.091, 0.000, 0.000, 1841.286
51.300, 3.008, -1.404, 1.136, 0.003, -0.001, -2.940, 2.302, -1.476, 1.094, -2.887, 0.710, 0.100, 0.883, 1.000, 0.993, 1.000, 1845.162
51.350, 2.989, -1.429, 1.130, -0.000, 0.006, -2.968, 2.286, -1.480, 1.092, -2.913, 0.706, 0.100, 0.145, 0.103, 0.000, 0.000, 1845.409
51.400, 2.969, -1.454, 1.126, -0.040, -0.015, -2.991, 2.270, -1.484, 1.091, -2.939, 0.701, 0.108, 0.975, 0.993, 0.985, 1.000, 1849.361
51.450, 2.952, -1.484, 1.123, 0.006, -0.010, -3.026, 2.253, -1.488, 1.089, -2.965, 0.700, 0.110, 0.575, 0.535, 0.336, 0.313, 1851.120
51.500, 2.939, -1.510, 1.121, -0.003, 0.009, -3.059, 2.237, -1.491, 1.087, -2.991, 0.703, 0.110, 0.906, 0.973, 1.000, 1.000, 1854.998
51.550, 2.923, -1.536, 1.119, -0.003, -0.014, -3.096, 2.220, -1.493, 1.086, -3.016, 0.705, 0.106, 0.000, 0.000, 0.114, 0.193, 1855.305
51.600, 2.904, -1.561, 1.118, -0.006, 0.014, -3.128, 2.203, -1.495, 1.084, -3.041, 0.704, 0.106, 0.903, 0.974, 1.000, 1.000, 1859.183
51.650, 2.875, -1.579, 1.122, 0.184, 0.097, 3.110, 2.186, -1.497, 1.082, -3.066, 0.694, 0.087, 0.000, 0.086, 0.000, 0.000, 1859.268
51.700, 2.824, -1.554, 1.114, 0.057, 0.001, 3.082, 2.169, -1.498, 1.081, -3.091, 0.658, 0.024, 0.591, 0.610, 0.575, 0.634, 1861.679
51.750, 2.773, -1.503, 1.105, -0.007, -0.033, 3.101, 2.152, -1.499, 1.079, -3.115, 0.622, 0.034, 0.000, 0.004, 0.016, 0.024, 1861.723
51.800, 2.732, -1.456, 1.096, -0.101, 0.006, -3.124, 2.134, -1.500, 1.077, -3.139, 0.600, 0.056, 0.297, 0.152, 0.000, 0.000, 1862.172
51.850, 2.695, -1.442, 1.095, -0.117, -0.032, -3.034, 2.116, -1.500, 1.076, 3.121, 0.581, 0.007, 0.192, 0.001, 0.000, 0.000, 1862.365
51.900, 2.671, -1.470, 1.089, -0.053, -0.077, -3.014, 2.099, -1.500, 1.074, 3.098, 0.574, 0.075, 0.929, 0.991, 1.000, 0.994, 1866.278
51.950, 2.677, -1.520, 1.085, -0.013, -0.067, -3.058, 2.081, -1.499, 1.073, 3.076, 0.597, 0.119, 0.101, 0.000, 0.000, 0.000, 1866.380
52.000, 2.708, -1.573, 1.082, 0.020, -0.010, -3.131, 2.063, -1.498, 1.071, 3.053, 0.649, 0.127, 0.852, 0.927, 0.988, 1.000, 1870.146
52.050, 2.730, -1.608, 1.092, 0.145, 0.149, 3.085, 2.044, -1.496, 1.069, 3.032, 0.695, 0.106, 0.028, 0.037, 0.000, 0.000, 1870.211
52.100, 2.708, -1.596, 1.087, 0.048, 0.061, 3.044, 2.026, -1.494, 1.068, 3.010, 0.689, 0.051, 0.981, 0.999, 0.993, 1.000, 1874.184
52.150, 2.662, -1.560, 1.082, -0.005, 0.012, 3.036, 2.008, -1.492, 1.066, 2.990, 0.658, 0.002, 0.001, 0.023, 0.000, 0.029, 1874.237
52.200, 2.610, -1.522, 1.079, -0.026, -0.008, 3.063, 1.989, -1.489, 1.065, 2.969, 0.622, 0.025, 0.000, 0.000, 0.000, 0.002, 1874.239
52.250, 2.560, -1.494, 1.072, -0.036, -0.017, 3.102, 1.970, -1.486, 1.063, 2.949, 0.590, 0.025, 0.006, 0.016, 0.000, 0.001, 1874.262
52.300, 2.516, -1.479, 1.060, -0.032, -0.014, 3.137, 1.951, -1.482, 1.062, 2.930, 0.565, 0.010, 1.000, 0.977, 1.000, 1.000, 1878.238
52.350, 2.484, -1.492, 1.062, -0.136, -0.073, -3.121, 1.932, -1.478, 1.061, 2.911, 0.552, 0.047, 0.936, 0.989, 1.000, 1.000, 1882.163
52.400, 2.481, -1.552, 1.060, 0.016, 0.033, 3.120, 1.913, -1.474, 1.059, 2.893, 0.573, 0.116, 1.000, 0.885, 0.944, 0.980, 1885.972
52.450, 2.473, -1.601, 1.068, 0.103, 0.095, 3.052, 1.894, -1.469, 1.058, 2.875, 0.595, 0.135, 0.022, 0.010, 0.000, 0.000, 1886.004
52.500, 2.434, -1.606, 1.069, 0.047, 0.019, 2.978, 1.874, -1.463, 1.056, 2.857, 0.578, 0.086, 0.000, 0.019, 0.000, 0.029, 1886.053
52.550, 2.389, -1.590, 1.065, 0.022, -0.022, 2.939, 1.855, -1.458, 1.055, 2.840, 0.551, 0.040, 1.000, 0.989, 0.989, 1.000, 1890.030
52.600, 2.353, -1.567, 1.060, -0.001, -0.027, 2.933, 1.835, -1.452, 1.054, 2.824, 0.530, 0.010, 0.147, 0.158, 0.193, 0.186, 1890.714
52.650, 2.325, -1.545, 1.055, -0.006, -0.014, 2.949, 1.815, -1.445, 1.052, 2.807, 0.520, 0.001, 0.000, 0.026, 0.000, 0.000, 1890.740
52.700, 2.305, -1.527, 1.055, -0.010, -0.003, 2.970, 1.795, -1.438, 1.051, 2.792, 0.517, 0.001, 1.000, 0.997, 1.000, 0.982, 1894.719
52.750, 2.285, -1.517, 1.054, -0.017, 0.003, 2.988, 1.775, -1.431, 1.050, 2.776, 0.518, 0.012, 1.000, 0.990, 0.974, 1.000, 1898.683
52.800, 2.265, -1.511, 1.048, -0.005, 0.009, 2.994, 1.755, -1.423, 1.048, 2.762, 0.517, 0.023, 1.000, 0.992, 1.000, 0.987, 1902.662
52.850, 2.241, -1.510, 1.050, -0.001, 0.007, 2.991, 1.734, -1.415, 1.047, 2.747, 0.515, 0.034, 0.000, 0.025, 0.007, 0.000, 1902.694
52.900, 2.214, -1.511, 1.039, -0.010, 0.002, 2.978, 1.714, -1.407, 1.046, 2.733, 0.510, 0.041, 1.000, 0.973, 0.995, 1.000, 1906.662
52.950, 2.185, -1.512, 1.039, -0.002, -0.004, 2.960, 1.693, -1.398, 1.045, 2.719, 0.505, 0.048, 0.004, 0.021, 0.000, 0.012, 1906.700
53.000, 2.156, -1.513, 1.039, 0.006, -0.001, 2.940, 1.673, -1.389, 1.043, 2.706, 0.499, 0.051, 0.997, 0.983, 1.000, 1.000, 1910.679
53.050, 2.127, -1.513, 1.038, -0.002, -0.006, 2.917, 1.652, -1.379, 1.042, 2.693, 0.494, 0.050, 0.241, 0.222, 0.248, 0.270, 1911.661
53.100, 2.100, -1.511, 1.037, 0.011, -0.006, 2.896, 1.631, -1.369, 1.041, 2.681, 0.490, 0.049, 0.996, 0.986, 1.000, 0.991, 1915.634
53.150, 2.075, -1.508, 1.037, 0.001, -0.005, 2.876, 1.610, -1.358, 1.040, 2.669, 0.488, 0.046, 0.000, 0.025, 0.000, 0.003, 1915.662
53.200, 2.051, -1.504, 1.036, 0.002, -0.003, 2.859, 1.589, -1.348, 1.039, 2.657, 0.488, 0.043, 0.011, 0.010, 0.000, 0.007, 1915.690
53.250, 2.029, -1.499, 1.036, 0.004, 0.002, 2.843, 1.567, -1.337, 1.038, 2.646, 0.490, 0.040, 1.000, 0.979, 1.000, 0.988, 1919.657
53.300, 2.009, -1.493, 1.036, 0.006, 0.002, 2.832, 1.546, -1.325, 1.036, 2.634, 0.492, 0.039, 0.200, 0.192, 0.149, 0.166, 1920.365
53.350, 1.989, -1.485, 1.037, 0.002, 0.002, 2.821, 1.525, -1.313, 1.035, 2.624, 0.495, 0.035, 0.997, 0.986, 1.000, 1.000, 1924.347
53.400, 1.968, -1.477, 1.041, -0.001, 0.004, 2.813, 1.503, -1.301, 1.034, 2.613, 0.498, 0.034, 1.000, 0.978, 1.000, 1.000, 1928.325
53.450, 1.946, -1.469, 1.034, 0.004, 0.006, 2.803, 1.481, -1.288, 1.033, 2.603, 0.499, 0.033, 1.000, 0.990, 1.000, 1.000, 1932.315
53.500, 1.923, -1.461, 1.035, 0.005, 0.003, 2.794, 1.460, -1.275, 1.032, 2.593, 0.499, 0.034, 0.000, 0.031, 0.000, 0.000, 1932.345
53.550, 1.898, -1.453, 1.031, 0.006, 0.005, 2.784, 1.438, -1.262, 1.031, 2.584, 0.499, 0.035, 1.000, 0.988, 1.000, 0.991, 1936.324
53.600, 1.873, -1.444, 1.031, 0.006, 0.001, 2.772, 1.416, -1.248, 1.030, 2.575, 0.497, 0.035, 0.000, 0.034, 0.000, 0.000, 1936.357
53.650, 1.848, -1.434, 1.031, -0.006, -0.000, 2.762, 1.394, -1.234, 1.029, 2.566, 0.496, 0.035, 0.025, 0.028, 0.000, 0.003, 1936.413
53.700, 1.823, -1.425, 1.028, -0.000, 0.004, 2.751, 1.371, -1.220, 1.028, 2.557, 0.496, 0.036, 1.000, 0.954, 1.000, 0.998, 1940.365
53.750, 1.797, -1.415, 1.029, 0.009, 0.007, 2.738, 1.349, -1.205, 1.027, 2.549, 0.495, 0.035, 1.000, 0.995, 1.000, 0.978, 1944.338
53.800, 1.771, -1.405, 1.025, 0.009, -0.001, 2.727, 1.327, -1.190, 1.026, 2.540, 0.493, 0.037, 0.978, 0.984, 1.000, 0.981, 1948.281
53.850, 1.746, -1.395, 1.025, 0.007, 0.006, 2.715, 1.304, -1.175, 1.025, 2.532, 0.493, 0.036, 1.000, 0.981, 1.000, 0.984, 1952.245
53.900, 1.721, -1.383, 1.025, 0.008, 0.000, 2.704, 1.282, -1.159, 1.024, 2.525, 0.494, 0.034, 0.992, 0.986, 1.000, 0.995, 1956.218
53.950, 1.698, -1.371, 1.024, 0.005, 0.004, 2.695, 1.259, -1.143, 1.023, 2.517, 0.495, 0.032, 0.995, 0.971, 0.927, 0.929, 1960.040
54.000, 1.675, -1.359, 1.025, -0.001, 0.006, 2.685, 1.236, -1.126, 1.022, 2.510, 0.496, 0.030, 0.009, 0.019, 0.000, 0.000, 1960.068
54.050, 1.651, -1.346, 1.019, 0.007, 0.004, 2.677, 1.214, -1.110, 1.022, 2.503, 0.498, 0.031, 0.000, 0.033, 0.001, 0.000, 1960.102
54.100, 1.627, -1.333, 1.018, 0.007, 0.002, 2.668, 1.191, -1.093, 1.021, 2.496, 0.498, 0.031, 0.000, 0.029, 0.024, 0.000, 1960.154
54.150, 1.601, -1.321, 1.020, 0.003, -0.000, 2.660, 1.168, -1.076, 1.020, 2.490, 0.498, 0.032, 0.000, 0.027, 0.000, 0.000, 1960.181
54.200, 1.576, -1.307, 1.019, -0.001, 0.003, 2.652, 1.145, -1.058, 1.019, 2.484, 0.498, 0.033, 0.164, 0.138, 0.187, 0.168, 1960.839
54.250, 1.549, -1.292, 1.020, -0.004, 0.004, 2.642, 1.121, -1.040, 1.018, 2.477, 0.497, 0.032, 0.001, 0.041, 0.000, 0.000, 1960.881
54.300, 1.522, -1.277, 1.019, -0.002, -0.001, 2.634, 1.098, -1.022, 1.018, 2.472, 0.495, 0.034, 0.003, 0.000, 0.033, 0.000, 1960.917
54.350, 1.495, -1.262, 1.012, -0.004, -0.003, 2.621, 1.075, -1.004, 1.017, 2.466, 0.494, 0.032, 1.000, 0.974, 0.996, 1.000, 1964.887
54.400, 1.469, -1.248, 1.009, 0.009, -0.002, 2.611, 1.052, -0.985, 1.016, 2.460, 0.493, 0.033, 0.983, 0.980, 1.000, 1.000, 1968.851
54.450, 1.443, -1.233, 1.007, 0.008, 0.001, 2.601, 1.028, -0.966, 1.015, 2.455, 0.494, 0.031, 0.000, 0.039, 0.000, 0.000, 1968.890
54.500, 1.418, -1.217, 1.011, -0.003, 0.001, 2.593, 1.005, -0.947, 1.015, 2.450, 0.494, 0.031, 0.000, 0.027, 0.000, 0.003, 1968.919
54.550, 1.393, -1.200, 1.011, 0.002, -0.001, 2.585, 0.981, -0.927, 1.014, 2.445, 0.494, 0.030, 0.428, 0.407, 0.399, 0.392, 1970.546
54.600, 1.369, -1.183, 1.010, -0.008, -0.002, 2.578, 0.957, -0.907, 1.013, 2.440, 0.496, 0.027, 0.000, 0.036, 0.000, 0.008, 1970.590
54.650, 1.345, -1.166, 1.009, -0.007, 0.001, 2.573, 0.934, -0.887, 1.012, 2.435, 0.497, 0.027, 0.124, 0.073, 0.093, 0.129, 1971.010
54.700, 1.321, -1.149, 1.009, -0.001, 0.006, 2.566, 0.910, -0.867, 1.012, 2.431, 0.499, 0.026, 0.356, 0.353, 0.374, 0.331, 1972.423
54.750, 1.296, -1.132, 1.006, -0.003, 0.002, 2.560, 0.886, -0.846, 1.011, 2.426, 0.499, 0.027, 1.000, 0.969, 1.000, 1.000, 1976.392
54.800, 1.269, -1.114, 1.007, -0.004, -0.003, 2.553, 0.862, -0.826, 1.011, 2.422, 0.499, 0.029, 0.745, 0.706, 0.751, 0.766, 1979.360
54.850, 1.243, -1.096, 1.008, 0.000, 0.004, 2.546, 0.838, -0.805, 1.010, 2.418, 0.499, 0.029, 0.000, 0.039, 0.000, 0.000, 1979.399
54.900, 1.215, -1.078, 1.009, 0.004, -0.001, 2.539, 0.814, -0.783, 1.009, 2.414, 0.498, 0.031, 0.000, 0.043, 0.000, 0.000, 1979.442
54.950, 1.187, -1.059, 1.010, 0.000, 0.001, 2.529, 0.790, -0.762, 1.009, 2.411, 0.496, 0.031, 1.000, 0.991, 0.954, 0.991, 1983.378
55.000, 1.160, -1.041, 1.009, -0.001, -0.005, 2.519, 0.766, -0.740, 1.008, 2.407, 0.496, 0.030, 0.630, 0.598, 0.643, 0.658, 1985.906
55.050, 1.134, -1.023, 1.007, -0.006, -0.006, 2.511, 0.742, -0.719, 1.008, 2.403, 0.497, 0.029, 0.009, 0.000, 0.000, 0.029, 1985.945
55.100, 1.110, -1.005, 1.011, 0.001, 0.006, 2.503, 0.717, -0.697, 1.007, 2.400, 0.499, 0.027, 0.004, 0.049, 0.000, 0.000, 1985.999
55.150, 1.085, -0.986, 1.002, 0.007, 0.006, 2.494, 0.693, -0.674, 1.007, 2.397, 0.501, 0.025, 0.000, 0.053, 0.000, 0.000, 1986.051
55.200, 1.061, -0.967, 1.005, 0.009, -0.002, 2.490, 0.669, -0.652, 1.006, 2.394, 0.503, 0.024, 0.000, 0.029, 0.075, 0.000, 1986.155
55.250, 1.035, -0.946, 0.994, 0.002, 0.008, 2.485, 0.644, -0.629, 1.006, 2.391, 0.504, 0.024, 0.000, 0.049, 0.000, 0.000, 1986.203
