time, drone_x, drone_y, drone_z, drone_roll, drone_pitch, drone_yaw, target_x, target_y, target_z, target_direction, distance_to_target, aiming_error, m1_power, m2_power, m3_power, m4_power, cumulative_energy
0.000, 0.000, -0.000, 1.001, 0.079, 0.081, -0.010, 0.000, 0.000, 2.000, 0.785, 0.999, 2.367, 1.000, 0.000, 1.000, 1.000, 3.000
0.050, 0.020, -0.092, 1.082, 0.072, -0.283, 0.447, 0.025, 0.025, 2.004, 0.785, 0.930, 1.084, 0.680, 1.000, 0.611, 1.000, 6.291
0.100, 0.022, -0.310, 1.277, -0.102, 0.218, 1.307, 0.050, 0.050, 2.008, 0.785, 0.816, 0.186, 1.000, 0.910, 0.852, 0.389, 9.442
0.150, 0.006, -0.488, 1.476, -0.097, 0.246, 1.460, 0.075, 0.075, 2.012, 0.785, 0.781, 0.011, 1.000, 0.861, 1.000, 0.926, 13.229
0.200, -0.037, -0.578, 1.627, -0.047, 0.283, 1.446, 0.100, 0.100, 2.017, 0.784, 0.794, 0.075, 0.021, 0.112, 0.000, 0.000, 13.362
0.250, -0.088, -0.569, 1.740, -0.003, 0.211, 1.369, 0.125, 0.125, 2.021, 0.784, 0.778, 0.096, 0.000, 0.001, 0.080, 0.000, 13.443
0.300, -0.127, -0.485, 1.816, -0.001, 0.105, 1.268, 0.150, 0.150, 2.025, 0.783, 0.724, 0.109, 1.000, 0.985, 0.992, 0.986, 17.406
0.350, -0.154, -0.364, 1.869, 0.013, 0.018, 1.159, 0.175, 0.175, 2.029, 0.782, 0.651, 0.138, 0.000, 0.000, 0.031, 0.041, 17.478
0.400, -0.172, -0.239, 1.909, 0.039, -0.032, 1.030, 0.200, 0.199, 2.033, 0.782, 0.588, 0.162, 1.000, 1.000, 0.962, 0.990, 21.430
0.450, -0.179, -0.133, 1.940, 0.062, -0.037, 0.890, 0.225, 0.224, 2.037, 0.781, 0.547, 0.166, 0.000, 0.170, 0.000, 0.005, 21.605
0.500, -0.173, -0.052, 1.970, 0.060, -0.030, 0.753, 0.250, 0.249, 2.042, 0.780, 0.524, 0.133, 0.000, 0.000, 0.021, 0.089, 21.715
0.550, -0.159, 0.003, 1.988, 0.054, -0.019, 0.654, 0.275, 0.273, 2.046, 0.778, 0.514, 0.096, 0.088, 0.060, 0.100, 0.069, 22.032
0.600, -0.139, 0.038, 2.002, 0.038, -0.015, 0.588, 0.300, 0.298, 2.050, 0.777, 0.512, 0.053, 0.053, 0.002, 0.000, 0.000, 22.087
0.650, -0.117, 0.056, 2.011, 0.024, -0.015, 0.557, 0.324, 0.322, 2.054, 0.776, 0.518, 0.014, 1.000, 0.941, 1.000, 1.000, 26.029
0.700, -0.094, 0.061, 2.013, 0.006, -0.008, 0.553, 0.349, 0.347, 2.058, 0.774, 0.529, 0.020, 0.000, 0.079, 0.000, 0.031, 26.138
0.750, -0.071, 0.061, 2.017, -0.004, 0.006, 0.573, 0.374, 0.371, 2.062, 0.773, 0.544, 0.037, 1.000, 0.925, 0.998, 1.000, 30.061
0.800, -0.047, 0.061, 2.023, -0.008, -0.000, 0.602, 0.399, 0.395, 2.067, 0.771, 0.559, 0.042, 0.000, 0.078, 0.000, 0.000, 30.138
0.850, -0.024, 0.064, 2.029, -0.014, 0.013, 0.629, 0.424, 0.419, 2.071, 0.769, 0.573, 0.043, 0.795, 0.693, 0.765, 0.786, 33.178
0.900, -0.000, 0.073, 2.031, -0.020, 0.014, 0.653, 0.448, 0.443, 2.075, 0.767, 0.584, 0.037, 0.000, 0.036, 0.000, 0.006, 33.221
0.950, 0.023, 0.090, 2.038, -0.018, 0.010, 0.671, 0.473, 0.467, 2.079, 0.765, 0.589, 0.027, 1.000, 0.966, 1.000, 0.963, 37.150
1.000, 0.046, 0.115, 2.041, -0.016, 0.009, 0.678, 0.498, 0.491, 2.083, 0.763, 0.589, 0.015, 0.005, 0.033, 0.000, 0.004, 37.192
1.050, 0.067, 0.146, 2.047, 0.000, 0.007, 0.675, 0.522, 0.514, 2.087, 0.760, 0.587, 0.005, 0.991, 1.000, 0.995, 0.971, 41.149
1.100, 0.089, 0.180, 2.055, 0.003, -0.003, 0.666, 0.547, 0.538, 2.092, 0.758, 0.582, 0.002, 0.000, 0.000, 0.029, 0.000, 41.177
1.150, 0.111, 0.213, 2.057, 0.006, -0.006, 0.650, 0.571, 0.561, 2.096, 0.755, 0.578, 0.003, 0.000, 0.000, 0.000, 0.027, 41.204
1.200, 0.132, 0.244, 2.061, 0.006, -0.004, 0.635, 0.596, 0.584, 2.100, 0.753, 0.576, 0.002, 1.000, 1.000, 1.000, 0.978, 45.182
1.250, 0.154, 0.273, 2.068, 0.007, -0.004, 0.621, 0.620, 0.607, 2.104, 0.750, 0.575, 0.001, 0.000, 0.018, 0.000, 0.020, 45.219
1.300, 0.175, 0.299, 2.068, 0.007, -0.004, 0.609, 0.645, 0.630, 2.108, 0.747, 0.576, 0.004, 0.994, 0.999, 1.000, 0.987, 49.200
1.350, 0.196, 0.324, 2.079, 0.003, -0.001, 0.600, 0.669, 0.652, 2.112, 0.744, 0.577, 0.007, 0.413, 0.374, 0.412, 0.411, 50.809
1.400, 0.218, 0.347, 2.078, -0.000, 0.003, 0.593, 0.694, 0.675, 2.116, 0.741, 0.579, 0.011, 1.000, 0.976, 1.000, 0.995, 54.781
1.450, 0.239, 0.371, 2.084, 0.001, -0.003, 0.587, 0.718, 0.697, 2.121, 0.737, 0.580, 0.012, 1.000, 0.987, 1.000, 0.966, 58.734
1.500, 0.261, 0.393, 2.089, 0.001, -0.000, 0.582, 0.742, 0.719, 2.125, 0.734, 0.582, 0.014, 0.609, 0.594, 0.610, 0.605, 61.152
1.550, 0.283, 0.415, 2.095, -0.003, 0.004, 0.578, 0.766, 0.741, 2.129, 0.730, 0.584, 0.016, 1.000, 0.951, 1.000, 1.000, 65.103
1.600, 0.305, 0.437, 2.104, 0.007, -0.005, 0.577, 0.791, 0.763, 2.133, 0.726, 0.585, 0.015, 0.997, 0.962, 1.000, 0.991, 69.053
1.650, 0.327, 0.459, 2.101, 0.005, -0.004, 0.572, 0.815, 0.784, 2.137, 0.723, 0.587, 0.016, 0.000, 0.000, 0.007, 0.022, 69.081
1.700, 0.348, 0.480, 2.104, -0.007, 0.004, 0.567, 0.839, 0.805, 2.141, 0.718, 0.590, 0.018, 1.000, 1.000, 0.988, 0.968, 73.037
1.750, 0.369, 0.503, 2.114, -0.002, 0.001, 0.564, 0.863, 0.826, 2.145, 0.714, 0.591, 0.016, 0.000, 0.020, 0.000, 0.017, 73.075
1.800, 0.390, 0.527, 2.115, 0.000, 0.002, 0.557, 0.887, 0.847, 2.149, 0.710, 0.591, 0.015, 1.000, 1.000, 1.000, 0.971, 77.045
1.850, 0.411, 0.552, 2.117, 0.005, -0.002, 0.549, 0.910, 0.867, 2.154, 0.705, 0.591, 0.015, 0.992, 1.000, 1.000, 0.964, 81.002
1.900, 0.433, 0.576, 2.122, -0.003, 0.001, 0.540, 0.934, 0.888, 2.158, 0.701, 0.592, 0.016, 0.000, 0.000, 0.000, 0.039, 81.041
1.950, 0.454, 0.600, 2.130, 0.004, -0.003, 0.533, 0.958, 0.908, 2.162, 0.696, 0.591, 0.015, 0.000, 0.000, 0.000, 0.018, 81.059
2.000, 0.475, 0.623, 2.134, -0.002, 0.001, 0.524, 0.982, 0.928, 2.166, 0.691, 0.592, 0.018, 1.000, 1.000, 0.994, 0.963, 85.016
2.050, 0.496, 0.646, 2.136, -0.000, -0.004, 0.517, 1.005, 0.947, 2.170, 0.685, 0.593, 0.018, 0.000, 0.000, 0.000, 0.048, 85.063
2.100, 0.516, 0.668, 2.140, 0.002, -0.002, 0.509, 1.029, 0.966, 2.174, 0.680, 0.594, 0.019, 0.000, 0.002, 0.000, 0.038, 85.103
2.150, 0.537, 0.689, 2.149, -0.000, 0.001, 0.501, 1.052, 0.985, 2.178, 0.674, 0.595, 0.020, 0.028, 0.002, 0.000, 0.000, 85.133
2.200, 0.557, 0.711, 2.154, -0.001, -0.003, 0.495, 1.076, 1.004, 2.182, 0.669, 0.596, 0.020, 1.000, 0.988, 1.000, 0.954, 89.076
2.250, 0.578, 0.732, 2.158, 0.001, 0.002, 0.487, 1.099, 1.022, 2.186, 0.663, 0.597, 0.021, 0.096, 0.098, 0.123, 0.110, 89.503
2.300, 0.598, 0.755, 2.163, -0.005, 0.002, 0.480, 1.122, 1.041, 2.190, 0.657, 0.598, 0.019, 1.000, 0.994, 1.000, 0.956, 93.453
2.350, 0.618, 0.778, 2.170, 0.005, -0.005, 0.472, 1.145, 1.058, 2.195, 0.650, 0.597, 0.017, 0.994, 0.989, 1.000, 0.982, 97.419
2.400, 0.638, 0.800, 2.171, -0.004, 0.004, 0.460, 1.168, 1.076, 2.199, 0.644, 0.598, 0.020, 0.000, 0.004, 0.000, 0.041, 97.464
2.450, 0.658, 0.822, 2.176, -0.003, 0.002, 0.451, 1.191, 1.093, 2.203, 0.637, 0.599, 0.019, 1.000, 0.999, 1.000, 0.985, 101.449
2.500, 0.678, 0.845, 2.176, -0.001, 0.000, 0.440, 1.214, 1.110, 2.207, 0.630, 0.599, 0.019, 0.000, 0.000, 0.000, 0.043, 101.492
2.550, 0.698, 0.868, 2.181, 0.004, -0.002, 0.429, 1.237, 1.127, 2.211, 0.623, 0.599, 0.019, 0.000, 0.000, 0.000, 0.029, 101.521
2.600, 0.718, 0.889, 2.188, 0.004, -0.004, 0.419, 1.260, 1.143, 2.215, 0.615, 0.599, 0.020, 0.990, 0.989, 1.000, 0.987, 105.487
2.650, 0.739, 0.908, 2.193, 0.000, -0.005, 0.410, 1.282, 1.159, 2.219, 0.607, 0.600, 0.024, 0.000, 0.000, 0.000, 0.032, 105.520
2.700, 0.758, 0.926, 2.197, -0.002, -0.005, 0.402, 1.305, 1.175, 2.223, 0.599, 0.602, 0.025, 0.999, 1.000, 1.000, 0.963, 109.481
2.750, 0.776, 0.944, 2.199, -0.010, 0.002, 0.394, 1.327, 1.190, 2.227, 0.591, 0.604, 0.026, 0.024, 0.000, 0.000, 0.061, 109.566
2.800, 0.795, 0.964, 2.203, 0.001, -0.002, 0.385, 1.350, 1.205, 2.231, 0.583, 0.605, 0.025, 1.000, 1.000, 1.000, 0.947, 113.512
2.850, 0.815, 0.984, 2.208, -0.000, 0.004, 0.376, 1.372, 1.220, 2.235, 0.574, 0.606, 0.025, 0.729, 0.753, 0.757, 0.746, 116.497
2.900, 0.835, 1.004, 2.210, -0.006, 0.000, 0.365, 1.394, 1.234, 2.239, 0.565, 0.605, 0.025, 0.000, 0.000, 0.000, 0.047, 116.545
2.950, 0.855, 1.026, 2.218, -0.006, 0.000, 0.354, 1.416, 1.249, 2.243, 0.556, 0.604, 0.023, 0.957, 1.000, 1.000, 1.000, 120.502
3.000, 0.876, 1.048, 2.219, -0.001, -0.006, 0.343, 1.438, 1.262, 2.247, 0.546, 0.603, 0.021, 0.004, 0.000, 0.000, 0.046, 120.552
3.050, 0.895, 1.069, 2.229, 0.002, 0.002, 0.330, 1.460, 1.276, 2.251, 0.536, 0.603, 0.021, 0.023, 0.007, 0.000, 0.012, 120.594
3.100, 0.914, 1.088, 2.230, -0.001, 0.002, 0.315, 1.482, 1.289, 2.255, 0.526, 0.603, 0.023, 1.000, 1.000, 1.000, 0.964, 124.559
3.150, 0.933, 1.108, 2.234, 0.001, 0.002, 0.302, 1.504, 1.301, 2.259, 0.515, 0.603, 0.024, 0.011, 0.004, 0.000, 0.023, 124.597
3.200, 0.953, 1.128, 2.239, 0.002, -0.000, 0.289, 1.525, 1.313, 2.264, 0.505, 0.602, 0.024, 0.014, 0.000, 0.000, 0.023, 124.634
3.250, 0.972, 1.148, 2.247, -0.005, -0.002, 0.277, 1.547, 1.325, 2.268, 0.494, 0.601, 0.024, 0.049, 0.000, 0.000, 0.042, 124.725
3.300, 0.992, 1.167, 2.250, -0.001, -0.004, 0.263, 1.568, 1.337, 2.272, 0.482, 0.601, 0.024, 1.000, 1.000, 1.000, 0.963, 128.687
3.350, 1.010, 1.185, 2.251, -0.001, -0.005, 0.249, 1.589, 1.348, 2.276, 0.470, 0.602, 0.025, 0.000, 0.000, 0.000, 0.049, 128.736
3.400, 1.028, 1.203, 2.260, -0.003, 0.004, 0.235, 1.610, 1.359, 2.280, 0.458, 0.603, 0.026, 0.955, 1.000, 1.000, 1.000, 132.691
3.450, 1.047, 1.222, 2.264, 0.005, -0.003, 0.222, 1.632, 1.369, 2.284, 0.445, 0.603, 0.025, 0.994, 1.000, 1.000, 0.947, 136.632
3.500, 1.065, 1.240, 2.267, 0.003, 0.003, 0.207, 1.652, 1.379, 2.288, 0.432, 0.604, 0.026, 0.229, 0.257, 0.279, 0.273, 137.670
3.550, 1.085, 1.258, 2.271, 0.003, -0.003, 0.194, 1.673, 1.389, 2.292, 0.419, 0.603, 0.025, 0.012, 0.000, 0.000, 0.016, 137.697
3.600, 1.104, 1.275, 2.277, 0.004, -0.000, 0.179, 1.694, 1.398, 2.296, 0.405, 0.603, 0.026, 0.026, 0.001, 0.000, 0.000, 137.724
3.650, 1.123, 1.292, 2.281, 0.005, -0.003, 0.164, 1.715, 1.407, 2.299, 0.391, 0.603, 0.028, 0.973, 1.000, 1.000, 0.950, 141.647
3.700, 1.142, 1.308, 2.285, 0.006, -0.003, 0.150, 1.735, 1.415, 2.303, 0.377, 0.603, 0.029, 0.000, 0.000, 0.024, 0.020, 141.690
3.750, 1.161, 1.325, 2.288, 0.001, 0.001, 0.135, 1.755, 1.423, 2.307, 0.362, 0.603, 0.029, 0.033, 0.010, 0.000, 0.006, 141.738
3.800, 1.180, 1.343, 2.297, 0.007, -0.002, 0.121, 1.776, 1.431, 2.311, 0.346, 0.602, 0.026, 0.956, 0.996, 1.000, 1.000, 145.690
3.850, 1.200, 1.361, 2.301, 0.004, -0.000, 0.104, 1.796, 1.438, 2.315, 0.331, 0.600, 0.025, 0.026, 0.010, 0.000, 0.003, 145.729
3.900, 1.221, 1.380, 2.300, -0.001, -0.001, 0.085, 1.816, 1.445, 2.319, 0.314, 0.599, 0.025, 0.017, 0.004, 0.000, 0.028, 145.779
3.950, 1.240, 1.397, 2.301, -0.003, -0.000, 0.065, 1.835, 1.452, 2.323, 0.298, 0.598, 0.026, 0.995, 1.000, 1.000, 0.972, 149.746
4.000, 1.260, 1.414, 2.311, -0.003, 0.000, 0.047, 1.855, 1.458, 2.327, 0.280, 0.597, 0.026, 0.043, 0.009, 0.000, 0.018, 149.816
4.050, 1.279, 1.431, 2.316, 0.005, -0.004, 0.030, 1.875, 1.464, 2.331, 0.263, 0.597, 0.025, 0.029, 0.003, 0.000, 0.006, 149.854
4.100, 1.297, 1.446, 2.317, -0.002, 0.005, 0.010, 1.894, 1.469, 2.335, 0.245, 0.597, 0.028, 0.981, 1.000, 1.000, 1.000, 153.835
4.150, 1.317, 1.462, 2.319, -0.003, 0.003, -0.008, 1.913, 1.474, 2.339, 0.226, 0.597, 0.028, 0.021, 0.016, 0.000, 0.021, 153.892
4.200, 1.335, 1.477, 2.321, -0.003, 0.003, -0.027, 1.933, 1.478, 2.343, 0.207, 0.598, 0.029, 0.990, 1.000, 1.000, 0.979, 157.861
4.250, 1.354, 1.492, 2.323, -0.004, 0.001, -0.045, 1.952, 1.482, 2.347, 0.188, 0.598, 0.029, 0.010, 0.000, 0.000, 0.035, 157.907
4.300, 1.374, 1.506, 2.331, -0.006, 0.005, -0.064, 1.971, 1.486, 2.351, 0.168, 0.598, 0.030, 0.964, 1.000, 1.000, 1.000, 161.871
4.350, 1.395, 1.521, 2.334, 0.000, 0.002, -0.083, 1.989, 1.489, 2.355, 0.147, 0.596, 0.029, 0.029, 0.011, 0.000, 0.010, 161.920
4.400, 1.416, 1.536, 2.336, -0.001, 0.000, -0.103, 2.008, 1.492, 2.359, 0.126, 0.595, 0.028, 0.982, 1.000, 1.000, 0.988, 165.890
4.450, 1.436, 1.550, 2.344, 0.009, -0.008, -0.123, 2.027, 1.494, 2.362, 0.105, 0.593, 0.028, 0.943, 1.000, 1.000, 0.982, 169.815
4.500, 1.455, 1.563, 2.349, -0.002, 0.003, -0.143, 2.045, 1.496, 2.366, 0.083, 0.594, 0.030, 1.000, 0.986, 1.000, 0.983, 173.783
4.550, 1.474, 1.576, 2.350, -0.006, 0.002, -0.163, 2.063, 1.498, 2.370, 0.061, 0.595, 0.031, 0.017, 0.003, 0.000, 0.030, 173.832
4.600, 1.493, 1.589, 2.359, -0.004, 0.002, -0.183, 2.081, 1.499, 2.374, 0.038, 0.595, 0.031, 0.973, 0.993, 1.000, 1.000, 177.799
4.650, 1.513, 1.602, 2.369, 0.000, 0.001, -0.203, 2.099, 1.500, 2.378, 0.015, 0.595, 0.030, 0.049, 0.022, 0.000, 0.000, 177.870
4.700, 1.534, 1.615, 2.367, 0.003, -0.001, -0.225, 2.117, 1.500, 2.382, -0.008, 0.595, 0.031, 0.970, 0.985, 1.000, 1.000, 181.824
4.750, 1.555, 1.627, 2.375, 0.001, -0.003, -0.247, 2.135, 1.500, 2.386, -0.032, 0.594, 0.031, 0.546, 0.563, 0.596, 0.606, 184.135
4.800, 1.575, 1.639, 2.381, -0.002, -0.002, -0.269, 2.152, 1.499, 2.389, -0.056, 0.594, 0.032, 0.969, 0.990, 1.000, 1.000, 188.094
4.850, 1.596, 1.651, 2.381, 0.003, -0.001, -0.292, 2.169, 1.498, 2.393, -0.081, 0.593, 0.031, 0.029, 0.019, 0.000, 0.000, 188.143
4.900, 1.617, 1.663, 2.380, -0.000, 0.004, -0.315, 2.187, 1.497, 2.397, -0.106, 0.593, 0.031, 0.980, 0.989, 1.000, 1.000, 192.111
4.950, 1.638, 1.675, 2.391, 0.000, -0.005, -0.339, 2.204, 1.495, 2.401, -0.131, 0.593, 0.032, 0.035, 0.023, 0.000, 0.005, 192.175
5.000, 1.660, 1.686, 2.391, 0.006, -0.004, -0.363, 2.221, 1.493, 2.405, -0.157, 0.593, 0.032, 0.973, 0.979, 1.000, 1.000, 196.126
5.050, 1.681, 1.696, 2.392, 0.003, 0.001, -0.387, 2.237, 1.491, 2.409, -0.182, 0.594, 0.033, 0.029, 0.023, 0.000, 0.000, 196.178
5.100, 1.702, 1.706, 2.394, 0.002, 0.003, -0.410, 2.254, 1.487, 2.412, -0.208, 0.594, 0.034, 0.980, 0.984, 1.000, 1.000, 200.141
5.150, 1.722, 1.715, 2.396, -0.002, 0.005, -0.434, 2.270, 1.484, 2.416, -0.234, 0.595, 0.035, 0.026, 0.023, 0.000, 0.009, 200.199
5.200, 1.743, 1.723, 2.399, -0.003, 0.007, -0.457, 2.287, 1.480, 2.420, -0.261, 0.595, 0.036, 0.990, 0.988, 1.000, 1.000, 204.177
5.250, 1.764, 1.731, 2.404, 0.010, 0.001, -0.478, 2.303, 1.476, 2.424, -0.287, 0.596, 0.035, 0.004, 0.018, 0.000, 0.000, 204.199
5.300, 1.783, 1.737, 2.412, -0.002, 0.004, -0.500, 2.319, 1.471, 2.427, -0.313, 0.598, 0.039, 0.982, 1.000, 1.000, 0.980, 208.161
5.350, 1.801, 1.742, 2.413, -0.015, 0.008, -0.519, 2.334, 1.466, 2.431, -0.340, 0.601, 0.042, 0.032, 0.016, 0.000, 0.024, 208.233
5.400, 1.821, 1.748, 2.418, 0.003, 0.001, -0.538, 2.350, 1.461, 2.435, -0.366, 0.602, 0.040, 0.982, 0.960, 1.000, 0.993, 212.168
5.450, 1.840, 1.754, 2.425, -0.004, 0.004, -0.558, 2.365, 1.455, 2.439, -0.393, 0.604, 0.041, 0.000, 0.023, 0.000, 0.010, 212.201
5.500, 1.861, 1.759, 2.429, -0.003, 0.006, -0.581, 2.381, 1.449, 2.442, -0.419, 0.606, 0.042, 0.987, 1.000, 1.000, 0.989, 216.177
5.550, 1.884, 1.766, 2.438, 0.002, -0.008, -0.604, 2.396, 1.442, 2.446, -0.445, 0.606, 0.039, 0.000, 0.000, 0.032, 0.018, 216.227
5.600, 1.906, 1.773, 2.441, 0.003, 0.003, -0.628, 2.411, 1.435, 2.450, -0.471, 0.608, 0.037, 0.019, 0.011, 0.000, 0.000, 216.256
5.650, 1.928, 1.780, 2.448, -0.004, -0.004, -0.654, 2.426, 1.427, 2.454, -0.497, 0.610, 0.038, 0.596, 0.590, 0.639, 0.662, 218.743
5.700, 1.950, 1.785, 2.452, -0.010, 0.005, -0.680, 2.440, 1.419, 2.457, -0.523, 0.611, 0.039, 0.040, 0.024, 0.000, 0.006, 218.813
5.750, 1.973, 1.791, 2.460, 0.021, 0.000, -0.704, 2.455, 1.411, 2.461, -0.548, 0.613, 0.037, 0.021, 0.029, 0.003, 0.000, 218.866
5.800, 1.994, 1.796, 2.462, 0.002, -0.000, -0.731, 2.469, 1.403, 2.465, -0.573, 0.616, 0.039, 0.978, 0.973, 1.000, 1.000, 222.817
5.850, 2.017, 1.800, 2.466, 0.001, -0.007, -0.758, 2.483, 1.393, 2.468, -0.598, 0.618, 0.041, 0.017, 0.031, 0.000, 0.000, 222.865
5.900, 2.041, 1.803, 2.466, 0.003, 0.001, -0.783, 2.497, 1.384, 2.472, -0.623, 0.620, 0.041, 0.018, 0.028, 0.000, 0.000, 222.911
5.950, 2.063, 1.805, 2.475, 0.004, 0.005, -0.809, 2.511, 1.374, 2.476, -0.647, 0.621, 0.043, 0.981, 1.000, 1.000, 1.000, 226.892
6.000, 2.085, 1.807, 2.480, 0.016, 0.003, -0.831, 2.524, 1.364, 2.479, -0.671, 0.624, 0.042, 0.038, 0.032, 0.000, 0.000, 226.962
6.050, 2.104, 1.807, 2.485, 0.017, 0.005, -0.852, 2.538, 1.353, 2.483, -0.694, 0.628, 0.043, 0.987, 0.981, 1.000, 0.968, 230.898
6.100, 2.124, 1.808, 2.487, 0.003, 0.010, -0.874, 2.551, 1.342, 2.487, -0.717, 0.632, 0.046, 0.034, 0.037, 0.000, 0.000, 230.969
6.150, 2.145, 1.808, 2.491, 0.003, 0.008, -0.895, 2.564, 1.331, 2.490, -0.740, 0.635, 0.045, 0.023, 0.033, 0.000, 0.000, 231.025
6.200, 2.167, 1.807, 2.499, -0.005, -0.005, -0.918, 2.577, 1.319, 2.494, -0.762, 0.638, 0.046, 0.019, 0.031, 0.000, 0.000, 231.075
6.250, 2.190, 1.807, 2.500, -0.010, 0.008, -0.941, 2.590, 1.307, 2.498, -0.784, 0.640, 0.045, 0.039, 0.012, 0.000, 0.000, 231.126
6.300, 2.214, 1.807, 2.503, 0.001, 0.011, -0.966, 2.602, 1.295, 2.501, -0.805, 0.643, 0.045, 0.021, 0.035, 0.000, 0.000, 231.181
6.350, 2.237, 1.804, 2.509, 0.001, -0.001, -0.989, 2.615, 1.282, 2.505, -0.827, 0.644, 0.045, 0.747, 0.725, 0.773, 0.760, 234.187
6.400, 2.260, 1.802, 2.518, 0.009, 0.000, -1.012, 2.627, 1.269, 2.508, -0.847, 0.647, 0.045, 0.037, 0.039, 0.000, 0.000, 234.264
6.450, 2.283, 1.799, 2.516, 0.005, -0.003, -1.036, 2.639, 1.255, 2.512, -0.867, 0.650, 0.045, 0.981, 0.973, 1.000, 1.000, 238.218
6.500, 2.306, 1.796, 2.520, 0.006, -0.009, -1.059, 2.651, 1.241, 2.516, -0.887, 0.653, 0.044, 0.014, 0.033, 0.000, 0.000, 238.265
6.550, 2.329, 1.793, 2.521, 0.018, 0.008, -1.081, 2.662, 1.227, 2.519, -0.907, 0.656, 0.042, 0.029, 0.037, 0.000, 0.000, 238.331
6.600, 2.349, 1.788, 2.524, 0.022, 0.008, -1.100, 2.674, 1.213, 2.523, -0.925, 0.660, 0.043, 0.991, 0.984, 1.000, 0.956, 242.262
6.650, 2.369, 1.782, 2.524, 0.031, 0.018, -1.118, 2.685, 1.198, 2.526, -0.944, 0.664, 0.043, 0.024, 0.039, 0.022, 0.000, 242.348
6.700, 2.389, 1.776, 2.527, 0.013, 0.020, -1.138, 2.696, 1.183, 2.530, -0.962, 0.668, 0.045, 0.986, 0.999, 1.000, 0.989, 246.322
6.750, 2.410, 1.769, 2.530, 0.005, 0.010, -1.156, 2.707, 1.167, 2.533, -0.980, 0.671, 0.043, 0.000, 0.016, 0.000, 0.004, 246.342
6.800, 2.432, 1.762, 2.532, -0.014, 0.002, -1.174, 2.717, 1.151, 2.537, -0.997, 0.674, 0.042, 0.980, 0.929, 1.000, 1.000, 250.250
6.850, 2.454, 1.755, 2.543, -0.001, -0.004, -1.195, 2.728, 1.135, 2.540, -1.014, 0.678, 0.041, 0.922, 0.930, 0.786, 0.886, 253.774
6.900, 2.476, 1.750, 2.550, -0.011, 0.008, -1.218, 2.738, 1.119, 2.544, -1.031, 0.684, 0.041, 0.033, 0.041, 0.000, 0.000, 253.847
6.950, 2.500, 1.744, 2.559, -0.014, 0.004, -1.241, 2.748, 1.102, 2.547, -1.047, 0.689, 0.040, 0.032, 0.027, 0.000, 0.005, 253.910
7.000, 2.525, 1.738, 2.572, 0.005, 0.002, -1.266, 2.758, 1.085, 2.551, -1.063, 0.694, 0.038, 0.034, 0.050, 0.000, 0.000, 253.994
7.050, 2.550, 1.731, 2.571, 0.003, 0.011, -1.291, 2.768, 1.067, 2.554, -1.078, 0.699, 0.037, 0.995, 0.970, 1.000, 1.000, 257.959
7.100, 2.574, 1.722, 2.579, -0.001, -0.001, -1.314, 2.778, 1.049, 2.558, -1.093, 0.703, 0.038, 0.019, 0.031, 0.000, 0.000, 258.009
7.150, 2.597, 1.712, 2.580, -0.005, 0.012, -1.337, 2.787, 1.031, 2.561, -1.108, 0.707, 0.039, 0.036, 0.012, 0.000, 0.000, 258.057
7.200, 2.619, 1.700, 2.580, -0.026, 0.008, -1.358, 2.796, 1.013, 2.565, -1.123, 0.709, 0.039, 1.000, 0.984, 0.936, 1.000, 261.978
7.250, 2.641, 1.686, 2.578, -0.028, -0.002, -1.376, 2.805, 0.995, 2.568, -1.137, 0.711, 0.039, 0.020, 0.024, 0.000, 0.055, 262.076
7.300, 2.662, 1.671, 2.584, -0.013, -0.002, -1.391, 2.814, 0.976, 2.572, -1.151, 0.712, 0.035, 0.076, 0.042, 0.000, 0.000, 262.195
7.350, 2.680, 1.657, 2.588, -0.027, -0.014, -1.407, 2.822, 0.957, 2.575, -1.164, 0.715, 0.037, 1.000, 0.968, 0.973, 1.000, 266.135
7.400, 2.698, 1.645, 2.594, -0.029, -0.024, -1.420, 2.831, 0.937, 2.578, -1.178, 0.720, 0.035, 0.942, 0.929, 1.000, 1.000, 270.006
7.450, 2.717, 1.632, 2.601, -0.035, -0.012, -1.435, 2.839, 0.918, 2.582, -1.191, 0.725, 0.033, 0.038, 0.000, 0.000, 0.041, 270.085
7.500, 2.737, 1.617, 2.609, 0.001, -0.035, -1.452, 2.847, 0.898, 2.585, -1.203, 0.728, 0.033, 0.080, 0.000, 0.000, 0.000, 270.165
7.550, 2.755, 1.603, 2.609, 0.004, 0.004, -1.470, 2.855, 0.878, 2.588, -1.216, 0.733, 0.036, 0.050, 0.076, 0.000, 0.000, 270.291
7.600, 2.775, 1.590, 2.617, 0.018, -0.002, -1.485, 2.862, 0.857, 2.592, -1.228, 0.738, 0.033, 0.061, 0.047, 0.022, 0.000, 270.421
7.650, 2.795, 1.577, 2.630, 0.038, 0.013, -1.502, 2.870, 0.837, 2.595, -1.240, 0.745, 0.031, 0.030, 0.094, 0.018, 0.000, 270.563
7.700, 2.817, 1.563, 2.634, 0.037, 0.015, -1.519, 2.877, 0.816, 2.599, -1.252, 0.751, 0.028, 0.040, 0.101, 0.003, 0.000, 270.707
7.750, 2.839, 1.550, 2.645, 0.050, 0.026, -1.539, 2.884, 0.795, 2.602, -1.264, 0.758, 0.029, 0.011, 0.039, 0.102, 0.000, 270.858
